0,1,2,3,4,5,6,7,8,9,10
"[-1.0854986141505512, 1.8887145477253984]","[-1.8959374607576165, 1.860923845132794]","[0.039010745946199, 2.0632588108733336]","[0.3411508339074287, 2.327794514996375]","[-1.5394553155868331, 1.5540586436835353]","[-0.1408118045611672, 1.3701463603709088]","[-0.4239257450420524, 0.9057891465568224]","[-0.6247670263434872, 0.44342157334602494]","[-0.6807629686014562, 1.8334679575452129]","[0.2613075445234679, 1.9501770861441468]","[-0.044923519090639, 2.073422204234146]"
"[-1.8773369788574752, 1.916942970196784]","[-1.08914267649395, 1.7658504893073723]","[1.2825669417344372, 2.50397721096895]","[-1.5770376305926006, 0.3456152697356709]","[-0.9448902420624424, 0.7421926905466742]","[0.0525064486261762, 1.6094331608632029]","[0.2921098845911861, 1.833417018703627]","[-0.3194153981922354, 2.5570885115912456]","[-0.4320444564751623, 1.847081326056036]","[-0.2983291896547181, 2.0330371626804977]","[-0.8385600686770103, 2.1271958857360245]"
"[-0.7764457962653694, 0.6044349106976131]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.5443294997555093, 1.8894375057543389]","[-0.0528560650036735, 1.0866080651045644]","[-1.1204723259984546, 1.1640989164781934]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[0.6533000791443923, 1.9632972573738434]","[-1.008431724115102, 2.159793041062181]","[-1.6741235514100006, 1.2730077399324404]"
"[-0.6450549607432075, 0.6684256971549141]","[-0.2461063996305173, 0.933423297853425]","[0.1077447054977473, 2.5216766935202397]","[-0.4642396347330882, 2.069452187573198]","[-1.878924958092792, 4.0]","[-0.920277747045104, 1.2951433100531093]","[0.1665127059722108, 2.3429344413218542]","[0.2036718195762482, 1.8016476933306]","[-1.8770450581862477, 8.0]","[-0.2429019510346532, 2.0393602326216262]","[1.2454656850462882, 2.5522109817138574]"
"[0.6582857862244451, 2.113804135118343]","[-1.539748176582268, 1.5400803688294227]","[-0.659117289091797, 0.537249110641935]","[0.072549353132966, 1.3357179650589304]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-1.276273700071738, 2.532515806822847]","[-1.3961749850976943, 1.6237304926918452]","[-1.8708523255393112, 9.0]","[-0.416472086607656, 1.8970426059124714]"
"[-1.4784759454243352, -0.3632924154722461]","[-1.8959374607576165, 1.860923845132794]","[0.8597237907901172, 2.195251688031067]","[-1.5586855345878852, -0.2413708087185873]","[-1.1432076408324816, 0.671345773722207]","[0.0656913082852394, 1.5914972625213668]","[0.3565990957597436, 2.023920754729189]","[-1.0488521491672866, 0.5016438766371822]","[0.9175140208418356, 2.5262864195278705]","[-1.8708523255393112, 9.0]","[-1.8886365873419335, 10.0]"
"[1.4208670984622696, 2.702552578853238]","[-1.4029112343499788, 1.5582702185119688]","[-0.2782062342768755, 2.073752351454475]","[0.2906578421169672, 1.6911511542397764]","[-1.6280038469426783, 1.7692282262576777]","[-1.8983699700603205, 5.0]","[-0.3640902467376114, 1.521883636683961]","[-0.7112715052609934, 2.0618653900151025]","[-1.2255235503382162, 0.5924349357260412]","[-1.3488756260588344, 0.5370959226053925]","[0.4029237644333336, 2.8142495030610126]"
"[-1.0017404620315322, 2.595013901949655]","[-0.8757999699670584, 0.9142716305341575]","[-1.1227259222510035, 1.0416284656402492]","[-0.4319996256500466, 1.5978929263992119]","[0.2513066991881284, 1.6525038375600092]","[-1.6048150843220466, 0.6569429399858614]","[-1.382202871071993, 2.1914054795955797]","[-0.9046416053909908, 0.9868388256815466]","[-1.1358435109192788, -0.04980843287953696]","[-0.8637996664991895, 2.6042686678493627]","[-0.6398000311232663, 1.7007134512622524]"
"[-1.3216910502654908, 1.401905744395765]","[1.4294809380816953, 2.7559361714472153]","[-0.8516840841924033, 1.8397520039064552]","[0.2484566025159476, 1.4386290719569441]","[-0.3511858191954148, 2.1135294396567]","[0.3814162711926629, 2.6059505953639404]","[-1.7416054453641556, 1.7329871773934427]","[-1.2821900110098012, 1.044155828890467]","[0.4133392171721383, 2.4107280248130554]","[0.6912083557365916, 2.1224860657940994]","[0.2342239078514423, 2.12868076055274]"
"[-1.5632605094127578, 1.9253402455086062]","[0.2988391424259368, 2.3692930425990424]","[-1.0257287052909256, 1.1580425916319137]","[-1.076381947647935, 0.43015241168504215]","[-1.3299393900403085, 1.648378492186958]","[0.4913727513206566, 1.7760208301325267]","[-0.5543931445714843, 0.5780898205235029]","[-0.4041840346382974, 1.2349996637772114]","[-0.2154696699327861, 2.18486715039333]","[1.0723615173661305, 2.1475991043588047]","[0.659455866500697, 2.6446574299321446]"
"[-1.8773369788574752, 1.916942970196784]","[-1.593062103433663, 1.0302168780551935]","[0.3686636449998935, 2.6909290153340724]","[-0.1946021122134709, 2.054090217899721]","[-0.8965469278013299, 0.9852954487308087]","[0.3490506832834922, 2.5826855379040086]","[-1.8316115752804591, 0.2642666724445437]","[-1.890105597825969, 7.0]","[-0.9876029067447836, 1.666261624061784]","[-0.2351339285553221, 1.2943554108023319]","[-0.2179209180849335, 0.8934614826394022]"
"[-1.8773369788574752, 1.916942970196784]","[-1.6494047724966128, 0.23632403292146997]","[-0.5769070882163467, 1.7556925024457484]","[0.1915337860728943, 2.720427851221595]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.2897797334700341, 1.239112257916773]","[-0.9277137792312792, 2.0949208008466504]","[-1.8770450581862477, 8.0]","[-0.2359866187856054, 1.9133498218512197]","[-0.3356757355218682, 2.475301322674432]"
"[-1.1400911223143848, 2.5922208165091662]","[1.1647428325208544, 2.284120807153327]","[-1.903740493650988, 2.0]","[-1.4475318468588716, 1.1504062287474208]","[-0.947944642910924, 1.5299485809693572]","[-1.449554198366066, -0.3170088088940457]","[-0.4835789788702422, 1.6268603542691316]","[-1.5717951017409992, 0.8973919808057597]","[-1.325750369401374, 1.3532937460326167]","[-1.6630490981131123, 1.6377401040595174]","[-0.4804870475409682, 2.6390144331744736]"
"[-1.8773369788574752, 1.916942970196784]","[0.4211102574823716, 1.9792057250783945]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.3412224661044047, 1.1938061266115678]","[-1.5972076634210814, 1.9393027200400736]","[-1.6727517032865993, 0.0016401761585076446]","[1.3589163022498292, 2.4933503450064074]","[-0.4292003640084131, 1.9682077854497444]","[0.9780479243301364, 2.6984894961244965]","[-1.8886365873419335, 10.0]"
"[-0.3599236182322581, 0.7465507877948031]","[-1.8959374607576165, 1.860923845132794]","[-0.8140359212699694, 1.3899808029196137]","[0.8258108945802676, 2.363528107478721]","[-1.0199509892621608, 1.2668438567979121]","[-0.6928405572725382, 0.6593878133169468]","[-1.891391774852884, 6.0]","[-1.890105597825969, 7.0]","[-0.3025534343829141, 1.3367377101906284]","[-1.8708523255393112, 9.0]","[1.063572599858306, 2.492841027690994]"
"[-1.083726733005509, 2.1948748671754754]","[-1.0953224430021833, 2.0369650909000505]","[-0.0597016208486637, 1.738180058792444]","[-1.883187343131268, 3.0]","[-0.4909287705387364, 2.540506541237402]","[-1.2113561991351425, -0.18793558163181956]","[-0.7156057896808816, 2.6013983418694533]","[-0.7209378922353554, 0.4566601548198609]","[-1.1486680836650294, 1.6907634389310453]","[0.4546713920066404, 1.94665523005763]","[-1.4697646460187443, 1.0352899820002652]"
"[-0.287883192196801, 1.205220052452538]","[-1.1291728303008632, 0.9993770084155859]","[-0.7175497351014962, 2.6697947985119876]","[-0.7048416293217734, 0.6730599420291722]","[-0.345194385742594, 1.0945185190600115]","[-1.18118133032051, 2.666338222699994]","[-1.347300163001865, 0.6649570218955794]","[-1.080202628200536, -0.02485018804225514]","[-0.3695843781642769, 2.6958063728694137]","[-1.8708523255393112, 9.0]","[-1.0217078819450949, 0.2824352513852215]"
"[-1.0260751770403596, 1.4305362141731932]","[-0.3445939583378821, 1.5701692090799142]","[0.9040471596083544, 2.3282708103686067]","[1.1198819372703546, 2.3364653665217583]","[0.7224553742081844, 2.273644077927042]","[-1.237923693782488, 0.19053160564632998]","[1.0283166632460938, 2.2265114785369775]","[-0.7173638810223741, 1.6216574312538548]","[-0.0459413120402207, 1.6167595221183872]","[-0.0595135088623144, 2.3629581212877255]","[-1.6689603509929425, 0.305807695353454]"
"[-1.065562049906489, 2.647468767785726]","[-0.5194114771705065, 1.190153406036119]","[-1.4905445831179986, 2.300589559886406]","[0.4351363266755955, 1.5406348904750726]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-0.4614918841052615, 1.1907666545485054]","[-0.7045835181876602, 1.1289817653748715]","[-0.4630936809690324, 1.4063168721813166]","[-0.6564728346806047, 2.848635898302999]","[-0.9437917833785304, 0.8959858495410268]"
"[-0.7016866230060065, 1.7145332230956583]","[-0.558980247469414, 2.2496154149722747]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.9923066819189568, 2.5468370065508195]","[-0.9989256940023244, 1.2782528376523545]","[-1.2970135014017383, 2.641797741582966]","[0.6654634197765806, 2.0638311089773174]","[0.1421083726927556, 2.03360707558676]","[-0.9025921402329908, 0.4386814019628962]","[0.4902402942379459, 2.2002674165254423]"
"[-0.5230893280708746, 2.4466343384106564]","[-1.687891959977996, 0.0016480294725818023]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.9386839047287516, 2.312778115491681]","[-1.492963628443979, 2.114843910032995]","[0.1757751012810174, 2.523421976343997]","[-1.890105597825969, 7.0]","[-0.2327021213544526, 1.7854717125447688]","[-1.7622576447958522, 1.2089416583638704]","[-1.8886365873419335, 10.0]"
"[-1.6327883699606287, 2.445147405865306]","[-1.8959374607576165, 1.860923845132794]","[-0.2095053953928736, 2.0639331525596525]","[-1.883187343131268, 3.0]","[-1.878924958092792, 4.0]","[-0.9701590921822716, 0.17177886063362324]","[-0.931320509727638, 1.4232726936725228]","[-0.7487214416787344, 1.317985128359253]","[0.1430859822248074, 2.5650223553190044]","[0.875156790639393, 2.0269935127558467]","[-1.5861017344224213, 1.0188881147522497]"
"[0.7224983360809916, 2.198122332477256]","[-1.3252059113392334, 1.8666952201378992]","[-1.903740493650988, 2.0]","[-1.1994953710188414, 1.147526620169027]","[-1.2073256620749022, 1.0206892048689433]","[-1.8983699700603205, 5.0]","[-1.0642000393769766, 0.2312271530295661]","[-1.890105597825969, 7.0]","[-1.6544311191511365, 0.7929338435665811]","[-1.1304253603672745, 2.3890336403455885]","[-1.8886365873419335, 10.0]"
"[-0.9484517487388512, 0.9053745699271734]","[-0.0696238000838885, 2.2848194259089314]","[-0.3782662521766377, 2.575934650744668]","[-1.2858532921083237, -0.11632323933568656]","[-0.5769966372445139, 2.512970246744313]","[-1.0066778781146135, 1.5827813165287374]","[-0.0069897210038907, 2.301335937516491]","[-1.890105597825969, 7.0]","[-1.7037730758017366, 0.9458081221431207]","[-0.5804805122745077, 2.6975242452113646]","[-1.325680623828584, 0.7374865267958286]"
"[-1.8773369788574752, 1.916942970196784]","[-0.6353116693526877, 0.4465278926018317]","[-0.6083707690961122, 0.47516886679412695]","[0.2423586136058531, 1.3168212391242755]","[-0.6819724658415602, 1.3493968765586544]","[0.1717415608191954, 1.2587387847175562]","[0.7367038657655618, 2.3663362661500438]","[-1.890105597825969, 7.0]","[-0.21507679657125, 1.5532134598197793]","[-1.8708523255393112, 9.0]","[-0.8851745069973959, 2.881748858297632]"
"[-1.5362628513819672, 1.832726902223756]","[-1.8959374607576165, 1.860923845132794]","[1.5254875387300892, 2.740775635076955]","[-1.5448820220789723, -0.20827159218063795]","[-1.368212124613383, 2.01072204997339]","[-1.2054873980865308, 2.157958602418227]","[1.0840054181701206, 2.5230658577359186]","[-0.4987553949343761, 2.839638823927412]","[-1.8770450581862477, 8.0]","[-0.3089951639249982, 0.9251012926601297]","[-0.0851477732556233, 2.415397994468589]"
"[0.7943908745210861, 2.23105416307499]","[-1.116304769941979, 0.6658557506662538]","[-0.7645123271970293, 0.353325455807298]","[1.084696827161541, 2.8703805683350634]","[-1.3493672257199236, 0.937597680590776]","[-0.835303622479215, 0.4311888059203769]","[-1.3106587624672457, -0.27772814500646525]","[-1.890105597825969, 7.0]","[0.2232735566724956, 1.925191333639038]","[-0.4686906849597472, 1.629815011867823]","[-0.8307773360512564, 0.3108368413527468]"
"[-1.5352768869616826, 2.68248015686094]","[-1.4886083165339912, 0.37373139000354183]","[0.4847858066430903, 2.1102340650453826]","[-1.801795454436093, 1.3326007635242885]","[0.9597006992016284, 2.0734033589610137]","[-0.8782323027942881, 0.9676434828413479]","[-1.6408834663531826, 0.18786027632239888]","[-1.890105597825969, 7.0]","[-1.601239826654503, 2.5187896334509956]","[-1.3498481581283106, 2.3871481507497014]","[0.6308737789224956, 2.7622227198729203]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-0.1350038144367249, 2.0822870406670706]","[-0.9064865379891252, 2.227959365669666]","[-1.8983699700603205, 5.0]","[-1.49138467202185, 2.2720995842913023]","[-1.08547943009368, 1.525351228706029]","[0.9059696594742512, 2.5779932519955877]","[-1.620583676523577, 0.622775884637642]","[-1.0188181284918612, 1.6173683183331349]"
"[-1.5969578368925887, 0.06982906504429598]","[-0.5713031511124487, 2.024893185620373]","[-1.3645070489820763, 1.4414301630819284]","[-1.656431271814239, 2.254029186938749]","[-0.8106747815847459, 0.5715278205699861]","[1.1804081760168457, 2.625757825407926]","[-1.0857372264041298, 2.4364945172264187]","[0.5537024511849173, 2.0248253743543505]","[-1.8770450581862477, 8.0]","[-0.281075769282508, 0.9480098721949543]","[-1.8886365873419335, 10.0]"
"[-0.3454742596904445, 0.6630430258274016]","[0.9806700371867444, 2.44091460179944]","[-1.1151598705503296, 2.8864542243104503]","[-1.883187343131268, 3.0]","[-1.4456594407602976, -0.338652306033149]","[-1.518131799748814, 1.7093444617422575]","[-0.3141945038685936, 1.6897978277453154]","[-1.57760770563028, 2.2683817286458825]","[-0.7836240065221117, 2.539615959044222]","[-0.7763652697907848, 0.5830814040465973]","[-1.3037720763253524, 2.2246877194423567]"
"[-1.1286044876491532, 2.2852348285638975]","[-0.7111807130988679, 2.1871658909084166]","[-0.7099419332809963, 1.9644505081399815]","[0.3121060285838316, 1.9266540445182136]","[-1.878924958092792, 4.0]","[-1.8983699700603205, 5.0]","[-1.4095677963383453, 1.720453739293858]","[-1.890105597825969, 7.0]","[-1.450782250619373, 1.581280124662914]","[-0.4071918654786797, 1.5385785189612742]","[-0.9221077411020008, 0.9472964114625848]"
"[0.4860481949242811, 1.538296343794829]","[0.1239319029713929, 1.1346170549669632]","[0.6402725332788922, 2.2857456586707503]","[-1.883187343131268, 3.0]","[-0.0156006649237433, 1.9174705627745048]","[-1.4596037563435218, 1.6705011774208773]","[0.7642124526653524, 2.7143034982101613]","[-1.0089458164441654, 1.413922631063984]","[-1.8770450581862477, 8.0]","[-1.3456154237346043, 2.0404068099172035]","[-0.9179227636937454, 1.2780248575552409]"
"[-0.9894774139822354, 1.3538326188162673]","[0.4136307127238693, 1.9966084286835812]","[0.3621454745319443, 1.4838511140664323]","[-1.883187343131268, 3.0]","[0.2429833105773471, 1.8843393430988407]","[0.1508171051709237, 1.7689666816975813]","[0.7933652780414154, 2.6699976458661223]","[-0.8091165722634238, 1.3879366949523269]","[-1.522613607157491, 0.1328224126368971]","[-0.375432318152873, 1.1018026732007584]","[-1.8886365873419335, 10.0]"
"[0.1434640750475057, 2.560689027623828]","[0.117012138114065, 1.2207487459720183]","[-1.1635583296616792, 1.7656948094556508]","[-0.4399738385386542, 0.9068467500209565]","[-1.0603217739230029, 2.508313388476201]","[-1.6510275926835152, -0.5356412566376609]","[-0.6856369310313966, 1.0061968458329889]","[-1.6581740107729028, 0.5924297152639044]","[-1.2439552703633947, -0.1016887130955686]","[-0.4752856042817281, 0.6299983314717548]","[-1.8886365873419335, 10.0]"
"[-0.3465269569112167, 1.657080867076802]","[-1.0135299213573843, 0.19249960892099083]","[-0.4208075443707735, 1.728014070743542]","[-0.5793013348850237, 0.6643373931188055]","[-1.878924958092792, 4.0]","[-0.3799436547686488, 1.6327766370516037]","[-1.3996263803286548, -0.05444788280268398]","[-1.4426794716323057, 1.4222323350273003]","[-1.4991979253334071, 0.18313968751247167]","[-0.3744706601628748, 0.8253803387039955]","[0.5687072486060566, 2.16299881980785]"
"[-1.8773369788574752, 1.916942970196784]","[-0.9636984873932036, 1.6734905296675633]","[0.2260226048538469, 2.504359598320663]","[-1.3372513552875624, 0.9441757157991597]","[-0.1777860264388203, 1.7674128141342993]","[-1.8983699700603205, 5.0]","[-0.548337854458309, 2.3044621973616954]","[-0.1730986794386346, 2.279962851172607]","[-1.8770450581862477, 8.0]","[-1.8708523255393112, 9.0]","[0.9972227943220112, 2.2746402696690637]"
"[-1.5657924989250676, -0.17614656006989393]","[-1.111908502432651, 1.654420085686149]","[-0.2621866665074438, 1.0463099793754673]","[1.446065615883631, 2.5247288303159996]","[-0.960186139511259, 1.7488243170372026]","[0.5489524688295989, 2.2584617576026877]","[-1.6084886127694946, 1.324857824170172]","[-0.827470054454679, 0.7786264824737839]","[-1.4488675774034276, 1.4379647516551313]","[-1.264400486542138, 1.0317031327757855]","[-0.4115942509577761, 2.4593070272510786]"
"[-1.8773369788574752, 1.916942970196784]","[-0.9790540692790092, 0.4719115525792943]","[0.1903338636264195, 1.9243096592339874]","[-0.9761880022447956, 2.0096287009895413]","[-0.4814645679186511, 1.8906361024472251]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[-0.3407323138982532, 2.2770225761866962]","[0.2945784039872702, 1.6589154581059473]","[-0.2297926026073506, 1.7284573050124101]","[-1.009731870364002, 1.6829419186720034]"
